T,n_regressors,scan_type,prob,crit_val,crit_val_se,n_finite,n_total
1000,5,bw,0.01,-7.00711680059779,0.0364300681080558,10000,10000
1000,5,bw,0.05,-6.41440593938096,0.0194818465687159,10000,10000
1000,5,bw,0.1,-6.12184879031076,0.0121389623475912,10000,10000
50,6,bw,0.01,-6.96445924057513,0.0452552654758501,10000,10000
50,6,bw,0.05,-6.20629553348374,0.0228613045311086,10000,10000
50,6,bw,0.1,-5.80225660049641,0.0180632616019765,10000,10000
75,6,bw,0.01,-7.1729214747806,0.0447818345559065,10000,10000
75,6,bw,0.05,-6.43042734176458,0.0178874137966519,10000,10000
75,6,bw,0.1,-6.05881347708612,0.0166905860459677,10000,10000
100,6,bw,0.01,-7.23124043135257,0.0459270493896676,10000,10000
100,6,bw,0.05,-6.49932277155742,0.0207895539920715,10000,10000
100,6,bw,0.1,-6.16939020627077,0.0155084839117559,10000,10000
150,6,bw,0.01,-7.24743015016021,0.047513456870406,10000,10000
150,6,bw,0.05,-6.56611444092477,0.0183067449274672,10000,10000
150,6,bw,0.1,-6.24744875445813,0.0121881936812781,10000,10000
200,6,bw,0.01,-7.23728393075481,0.0372049514321918,10000,10000
200,6,bw,0.05,-6.60963370995792,0.020665653985543,10000,10000
200,6,bw,0.1,-6.2992510740615,0.0153875966673799,10000,10000
250,6,bw,0.01,-7.26984777024885,0.0341572320216678,10000,10000
250,6,bw,0.05,-6.62636205557081,0.0173007751607666,10000,10000
250,6,bw,0.1,-6.32873092546965,0.0144285104240352,10000,10000
300,6,bw,0.01,-7.19928974771213,0.0401089886572481,10000,10000
300,6,bw,0.05,-6.61967247850736,0.0154908343442837,10000,10000
300,6,bw,0.1,-6.31975040679728,0.0141682332613972,10000,10000
400,6,bw,0.01,-7.32237614634472,0.0431947919724859,10000,10000
400,6,bw,0.05,-6.6496965686735,0.0178846299502823,10000,10000
400,6,bw,0.1,-6.33480381613976,0.0118672642879337,10000,10000
500,6,bw,0.01,-7.22503073889898,0.0384308568400333,10000,10000
500,6,bw,0.05,-6.64436196659019,0.01971914550837,10000,10000
500,6,bw,0.1,-6.34293084174049,0.0151221616685707,10000,10000
700,6,bw,0.01,-7.25368100527993,0.0309989225547824,10000,10000
700,6,bw,0.05,-6.67955838345185,0.0165381805331953,10000,10000
700,6,bw,0.1,-6.38756219808896,0.010861929973642,10000,10000
900,6,bw,0.01,-7.29976637413747,0.034140122370301,10000,10000
900,6,bw,0.05,-6.68217786059712,0.0172003440198129,10000,10000
900,6,bw,0.1,-6.40405896379506,0.01202637550706,10000,10000
1000,6,bw,0.01,-7.23455971753752,0.0316540315642552,10000,10000
1000,6,bw,0.05,-6.69913819342131,0.0204278583650951,10000,10000
1000,6,bw,0.1,-6.41511833400295,0.0141414300585537,10000,10000
50,1,all,0.01,-5.4076872372214,0.043166261613747,10000,10000
50,1,all,0.05,-4.60345317387382,0.0245030451101259,10000,10000
50,1,all,0.1,-4.2183164004303,0.0158565310058627,10000,10000
75,1,all,0.01,-5.95498501524305,0.0452907918071853,10000,10000
75,1,all,0.05,-5.29184818792383,0.0218467253562652,10000,10000
75,1,all,0.1,-4.90657320695888,0.0155836839427256,10000,10000
100,1,all,0.01,-6.1955735312605,0.0390183543046305,10000,10000
100,1,all,0.05,-5.50771899085197,0.020739002075357,10000,10000
100,1,all,0.1,-5.18629110873945,0.0164863501448839,10000,10000
150,1,all,0.01,-6.48833319465093,0.0405580029131238,10000,10000
150,1,all,0.05,-5.8015815678591,0.0182349551780811,10000,10000
150,1,all,0.1,-5.49983207812872,0.0145667536784034,10000,10000
200,1,all,0.01,-6.56746410710004,0.0354179509712593,10000,10000
200,1,all,0.05,-5.91405198710812,0.0169099317593157,10000,10000
200,1,all,0.1,-5.64206403199998,0.0136516793490176,10000,10000
250,1,all,0.01,-6.69220457777238,0.0353249792782798,10000,10000
250,1,all,0.05,-6.08909903161748,0.0145850985316613,10000,10000
250,1,all,0.1,-5.78979408833056,0.0143669446271764,10000,10000
300,1,all,0.01,-6.7021410192487,0.0498658952809894,10000,10000
300,1,all,0.05,-6.12452836712304,0.0159348043601446,10000,10000
300,1,all,0.1,-5.85677743866586,0.0126653028955053,10000,10000
400,1,all,0.01,-6.93334242845506,0.0452617749013635,10000,10000
400,1,all,0.05,-6.26011117813217,0.0170503464226073,10000,10000
400,1,all,0.1,-5.99048026262896,0.0111471884277224,10000,10000
500,1,all,0.01,-6.90382690284284,0.0322847349510552,10000,10000
500,1,all,0.05,-6.36564459888584,0.0135497710737608,10000,10000
500,1,all,0.1,-6.11161171227755,0.0117339741767975,10000,10000
700,1,all,0.01,-7.11107164250526,0.0342471037454098,10000,10000
700,1,all,0.05,-6.53107683474763,0.0161759153596242,10000,10000
700,1,all,0.1,-6.244193275199,0.0133845037761932,10000,10000
900,1,all,0.01,-7.16686635633868,0.0267657162462191,10000,10000
900,1,all,0.05,-6.6052293767628,0.0133905251647854,10000,10000
900,1,all,0.1,-6.3371195003783,0.0121276975392813,10000,10000
1000,1,all,0.01,-7.18537745933292,0.0367075131281911,10000,10000
1000,1,all,0.05,-6.62543627845922,0.0143676169526314,10000,10000
1000,1,all,0.1,-6.37870003215496,0.0123027321123917,10000,10000
50,2,all,0.01,-5.82173147425224,0.0420636922694875,10000,10000
50,2,all,0.05,-5.06246009671735,0.0204966702360144,10000,10000
50,2,all,0.1,-4.69553148793218,0.0170014583760928,10000,10000
75,2,all,0.01,-6.38157479612158,0.0337464396256424,10000,10000
75,2,all,0.05,-5.71526372200177,0.0226665818212154,10000,10000
75,2,all,0.1,-5.38042248327208,0.0173451787947436,10000,10000
100,2,all,0.01,-6.62957824507708,0.0391093992585691,10000,10000
100,2,all,0.05,-5.97828210771184,0.01639893947615,10000,10000
100,2,all,0.1,-5.66608577609533,0.0130529934522097,10000,10000
150,2,all,0.01,-6.88055191607046,0.0414681993925281,10000,10000
150,2,all,0.05,-6.27913467190666,0.0150492980819641,10000,10000
150,2,all,0.1,-5.97650008272648,0.0142334875242834,10000,10000
200,2,all,0.01,-7.05136052022919,0.0385939635303599,10000,10000
200,2,all,0.05,-6.41704569263651,0.0203402292165631,10000,10000
200,2,all,0.1,-6.1165233588207,0.0126579333902935,10000,10000
250,2,all,0.01,-7.16007805853565,0.0331258810890032,10000,10000
250,2,all,0.05,-6.50704013503565,0.0137568471142681,10000,10000
250,2,all,0.1,-6.2399693964782,0.0128058021036105,10000,10000
300,2,all,0.01,-7.15211508139178,0.0294400353623684,10000,10000
300,2,all,0.05,-6.63259670476416,0.0151162236588403,10000,10000
300,2,all,0.1,-6.33607249860224,0.0132257596363622,10000,10000
400,2,all,0.01,-7.30106596066031,0.0281407307122244,10000,10000
400,2,all,0.05,-6.71412689866657,0.0141062851703757,10000,10000
400,2,all,0.1,-6.46418375243742,0.0111673975432894,10000,10000
500,2,all,0.01,-7.4254194738334,0.0291588143899912,10000,10000
500,2,all,0.05,-6.83933420944192,0.0143870634531155,10000,10000
500,2,all,0.1,-6.56940817526965,0.0108654171439382,10000,10000
700,2,all,0.01,-7.53031834194383,0.0312287088372585,10000,10000
700,2,all,0.05,-6.95814982366581,0.018644433052607,10000,10000
700,2,all,0.1,-6.6805439163244,0.0124438494297465,10000,10000
900,2,all,0.01,-7.68713199775151,0.0308708484955424,10000,10000
900,2,all,0.05,-7.07265851707753,0.0175468562143113,10000,10000
900,2,all,0.1,-6.80722203411511,0.011360987046468,10000,10000
1000,2,all,0.01,-7.70769880918793,0.0260953037265703,10000,10000
1000,2,all,0.05,-7.11807473651824,0.0184729578537874,10000,10000
1000,2,all,0.1,-6.84545884245272,0.0137642109879081,10000,10000
50,3,all,0.01,-6.28866852917616,0.0421360101055357,10000,10000
50,3,all,0.05,-5.47519707932035,0.0245377177434423,10000,10000
50,3,all,0.1,-5.11906889039716,0.0151590354918768,10000,10000
75,3,all,0.01,-6.77408695377074,0.0258600178280036,10000,10000
75,3,all,0.05,-6.08560861058497,0.0170573703733925,10000,10000
75,3,all,0.1,-5.75087596738164,0.0162572129389893,10000,10000
100,3,all,0.01,-6.98724527915728,0.0415864483068663,10000,10000
100,3,all,0.05,-6.36234653772384,0.0210731136106358,10000,10000
100,3,all,0.1,-6.04578938815524,0.0142169792317833,10000,10000
150,3,all,0.01,-7.28699124108408,0.0314084156553247,10000,10000
150,3,all,0.05,-6.6338134659065,0.016871325992682,10000,10000
150,3,all,0.1,-6.32169086386544,0.0149827072162604,10000,10000
200,3,all,0.01,-7.49232537570503,0.0352472841869265,10000,10000
200,3,all,0.05,-6.81103372806717,0.0189947473208877,10000,10000
200,3,all,0.1,-6.52081680797091,0.0124320201468244,10000,10000
250,3,all,0.01,-7.53603528238751,0.0351181667212913,10000,10000
250,3,all,0.05,-6.91994141649053,0.0163150444357622,10000,10000
250,3,all,0.1,-6.63360600412015,0.0124626916702925,10000,10000
300,3,all,0.01,-7.67987246458796,0.0254013156439455,10000,10000
300,3,all,0.05,-7.03355982437258,0.0213275355492115,10000,10000
300,3,all,0.1,-6.72911782782542,0.0106580224893322,10000,10000
400,3,all,0.01,-7.71297760890202,0.0383847873568141,10000,10000
400,3,all,0.05,-7.12194990973133,0.0154701086982884,10000,10000
400,3,all,0.1,-6.8528486194395,0.0140315810489661,10000,10000
500,3,all,0.01,-7.80864726301573,0.0374238285227362,10000,10000
500,3,all,0.05,-7.203985979357,0.0161297609028481,10000,10000
500,3,all,0.1,-6.94388852532539,0.0111907633057647,10000,10000
700,3,all,0.01,-7.98579173136537,0.0320665293224063,10000,10000
700,3,all,0.05,-7.37684659891841,0.0174459346879539,10000,10000
700,3,all,0.1,-7.06948919280676,0.0115157099142873,10000,10000
900,3,all,0.01,-8.09278547777906,0.0487300810484576,10000,10000
900,3,all,0.05,-7.46195503420098,0.0162722294140809,10000,10000
900,3,all,0.1,-7.19915802968824,0.00988754222845409,10000,10000
1000,3,all,0.01,-8.18579122275313,0.0441500958417763,10000,10000
1000,3,all,0.05,-7.53387039379365,0.0198804141814141,10000,10000
1000,3,all,0.1,-7.2532925808409,0.0117340865532536,10000,10000
50,4,all,0.01,-6.58361976470895,0.0419319897752814,10000,10000
50,4,all,0.05,-5.83635136070513,0.0222771771123079,10000,10000
50,4,all,0.1,-5.47677414919115,0.0170721734585167,10000,10000
75,4,all,0.01,-7.16829211831711,0.0327795540747654,10000,10000
75,4,all,0.05,-6.50430181741717,0.0186886886681014,10000,10000
75,4,all,0.1,-6.16530528547793,0.0163310105817727,10000,10000
100,4,all,0.01,-7.38853353810782,0.0350977391517172,10000,10000
100,4,all,0.05,-6.74381599376029,0.016116651107803,10000,10000
100,4,all,0.1,-6.43434286835902,0.0164326208558665,10000,10000
150,4,all,0.01,-7.72703964844022,0.041105253629416,10000,10000
150,4,all,0.05,-7.0598946390993,0.0186008673886449,10000,10000
150,4,all,0.1,-6.74845356263203,0.0157306922076129,10000,10000
200,4,all,0.01,-7.85527025918993,0.0352227315946905,10000,10000
200,4,all,0.05,-7.20227893144142,0.0135530653434801,10000,10000
200,4,all,0.1,-6.9059266524832,0.0122342271692099,10000,10000
250,4,all,0.01,-7.90471625493959,0.0277348496317538,10000,10000
250,4,all,0.05,-7.28616380595799,0.017311308614958,10000,10000
250,4,all,0.1,-6.9965323611486,0.0134001919780805,10000,10000
300,4,all,0.01,-8.01169755416855,0.0410925976791855,10000,10000
300,4,all,0.05,-7.40700848591679,0.0160599240965734,10000,10000
300,4,all,0.1,-7.1200778993172,0.0166762611365902,10000,10000
400,4,all,0.01,-8.19761246363481,0.0547063294844362,10000,10000
400,4,all,0.05,-7.56270988386627,0.0164317562785332,10000,10000
400,4,all,0.1,-7.26366705257163,0.011076418016316,10000,10000
500,4,all,0.01,-8.34897439115672,0.0433065451278424,10000,10000
500,4,all,0.05,-7.65716953407049,0.0209826714877563,10000,10000
500,4,all,0.1,-7.35852345730106,0.012994049071675,10000,10000
700,4,all,0.01,-8.40679671574434,0.032876942373125,10000,10000
700,4,all,0.05,-7.78697210939198,0.0199642707533554,10000,10000
700,4,all,0.1,-7.48076113673396,0.0141019707511851,10000,10000
900,4,all,0.01,-8.58423942751731,0.0582953655523858,10000,10000
900,4,all,0.05,-7.90251275308106,0.0175190211095542,10000,10000
900,4,all,0.1,-7.62556059000822,0.0114539869866172,10000,10000
1000,4,all,0.01,-8.56426820047146,0.0391812194374437,10000,10000
1000,4,all,0.05,-7.8998849020549,0.017054483979408,10000,10000
1000,4,all,0.1,-7.629943005469,0.0119126690612744,10000,10000
50,5,all,0.01,-7.05488245920825,0.0475279992488264,10000,10000
50,5,all,0.05,-6.22770562515088,0.0309880756024729,10000,10000
50,5,all,0.1,-5.82685102425095,0.0153304839774025,10000,10000
75,5,all,0.01,-7.45680778116573,0.0309737583044829,10000,10000
75,5,all,0.05,-6.81676268365678,0.022256677814372,10000,10000
75,5,all,0.1,-6.48016672036165,0.015790419852203,10000,10000
100,5,all,0.01,-7.76423343577408,0.0413686434829679,10000,10000
100,5,all,0.05,-7.10016415787815,0.0197783744655614,10000,10000
100,5,all,0.1,-6.76943670655319,0.0167400308874599,10000,10000
150,5,all,0.01,-8.13431759408022,0.0409175808463568,10000,10000
150,5,all,0.05,-7.39389768656606,0.0189807399199853,10000,10000
150,5,all,0.1,-7.0801435784761,0.0114296441985544,10000,10000
200,5,all,0.01,-8.2273395461267,0.0345891560001599,10000,10000
200,5,all,0.05,-7.56410965674185,0.0171534266247784,10000,10000
200,5,all,0.1,-7.25957657774949,0.0135554918798401,10000,10000
250,5,all,0.01,-8.46607015783264,0.0444525363292603,10000,10000
250,5,all,0.05,-7.69303860056452,0.0223713266840761,10000,10000
250,5,all,0.1,-7.39026539394891,0.0137921753877034,10000,10000
300,5,all,0.01,-8.46347950411995,0.0443330804205417,10000,10000
300,5,all,0.05,-7.78936436476859,0.0199299947982549,10000,10000
300,5,all,0.1,-7.49130271882794,0.0155373652150982,10000,10000
400,5,all,0.01,-8.53806121532924,0.0431851527694573,10000,10000
400,5,all,0.05,-7.9101613417107,0.0159871004180903,10000,10000
400,5,all,0.1,-7.6217750966773,0.0118001083736386,10000,10000
500,5,all,0.01,-8.67811650582733,0.0350642672955699,10000,10000
500,5,all,0.05,-8.0301894157178,0.0182804746231943,10000,10000
500,5,all,0.1,-7.73664754162385,0.0169222198333159,10000,10000
700,5,all,0.01,-8.83366432950034,0.0408790195748712,10000,10000
700,5,all,0.05,-8.19530515038469,0.0163644539429,10000,10000
700,5,all,0.1,-7.89760317722851,0.0163081127356327,10000,10000
900,5,all,0.01,-8.96600272771334,0.0517736179793647,10000,10000
900,5,all,0.05,-8.27720440189559,0.0167830948493027,10000,10000
900,5,all,0.1,-7.98208305030855,0.0113376554681553,10000,10000
1000,5,all,0.01,-8.98865421166802,0.0431274963368096,10000,10000
1000,5,all,0.05,-8.35048435465357,0.0167831654733146,10000,10000
1000,5,all,0.1,-8.02923771463285,0.0150709126155728,10000,10000
50,6,all,0.01,-7.19739384715544,0.0444493710030106,10000,10000
50,6,all,0.05,-6.52975817077028,0.0177929670048752,10000,10000
50,6,all,0.1,-6.19548284526377,0.01838076608766,10000,10000
75,6,all,0.01,-8.03301609765621,0.0525730525427608,10000,10000
75,6,all,0.05,-7.20034039806416,0.0226821332122785,10000,10000
75,6,all,0.1,-6.84381184495242,0.016868283260544,10000,10000
100,6,all,0.01,-8.21604362201408,0.041954672245095,10000,10000
100,6,all,0.05,-7.45928349774436,0.0180398075551848,10000,10000
100,6,all,0.1,-7.12782313980486,0.0138592540383566,10000,10000
150,6,all,0.01,-8.46245106763778,0.0470977831211324,10000,10000
150,6,all,0.05,-7.78511961783814,0.0191824955060187,10000,10000
150,6,all,0.1,-7.45345584463317,0.0173939394855869,10000,10000
200,6,all,0.01,-8.61393675639413,0.0366428164932169,10000,10000
200,6,all,0.05,-7.9183679370148,0.0150899086234317,10000,10000
200,6,all,0.1,-7.6115588566243,0.0138819468210484,10000,10000
250,6,all,0.01,-8.7158397336108,0.0394173560990017,10000,10000
250,6,all,0.05,-8.08811380277771,0.0179323391446839,10000,10000
250,6,all,0.1,-7.76203475783453,0.0154833891962689,10000,10000
300,6,all,0.01,-8.84058340191435,0.0252894800299531,10000,10000
300,6,all,0.05,-8.15386839939931,0.0211270136719443,10000,10000
300,6,all,0.1,-7.83053597272661,0.0146125509582085,10000,10000
400,6,all,0.01,-9.00423451970428,0.0355128025935318,10000,10000
400,6,all,0.05,-8.30503339520468,0.0180622186786346,10000,10000
400,6,all,0.1,-7.99405930159298,0.0127991876782165,10000,10000
500,6,all,0.01,-9.0906188627577,0.0579314966587622,10000,10000
500,6,all,0.05,-8.4221720520221,0.0172365486117192,10000,10000
500,6,all,0.1,-8.11420249643947,0.0154076001920191,10000,10000
700,6,all,0.01,-9.16032476879045,0.0340875846812378,10000,10000
700,6,all,0.05,-8.51019886755802,0.021131101558025,10000,10000
700,6,all,0.1,-8.23064981345521,0.0131389233057942,10000,10000
900,6,all,0.01,-9.38895215906155,0.0444544368313053,10000,10000
900,6,all,0.05,-8.66930687067348,0.0184305253345412,10000,10000
900,6,all,0.1,-8.37656683902221,0.0122452518550921,10000,10000
1000,6,all,0.01,-9.44259799143423,0.0442410172369892,10000,10000
1000,6,all,0.05,-8.72169853078308,0.0244180972111966,10000,10000
1000,6,all,0.1,-8.42672463057432,0.0150454295639852,10000,10000
